# Semantic function/data names from a SECOND decompilation of SLUS_014.11
# (Unchiga's tree, shared 2026-08-30).  ANNOTATION ONLY -- nothing here is
# evidence and nothing in this repo is renamed to match it.
#
# Why it is a separate file and not a rename:  every tool, every PARKED.txt
# entry and every paragraph of WORKFLOW.md is keyed to the `func_%08X` /
# `D_%08X` form, and the address form is the one thing that cannot be wrong.
# These names are interpretation -- they were arrived at under a different
# toolchain by reading the same listings we read, and a name that is subtly
# wrong is worse than no name because it survives in comments long after the
# reading that produced it was corrected.  Treat a name here exactly the way
# docs/EXTERNAL_LEADS.txt says to treat a wiki guess: a hypothesis to check
# against a listing.
#
# What it is good for: reading a 170-instruction function faster.  Knowing a
# loop walks the fusion table before writing a line is worth real time, and
# that is the same argument the community RAM map earned its place on.
#
# REFRESHED 2026-08-31 from his tangos/work branch: 365 names added.
#
# addr        kind  canonical                their name
0x8007CD14  func  func_8007CD14     DS_system_active
0x8007CD24  func  func_8007CD24     parcpy
0x8007CD6C  func  func_8007CD6C     rescpy
0x8007CDC0  func  func_8007CDC0     CdMix
0x8007CDE0  func  func_8007CDE0     DsRead
0x8007CF10  func  func_8007CF10     text_130_8007CF10
0x8007CF44  func  func_8007CF44     text_164_8007CF44
0x8007D0BC  func  func_8007D0BC     text_2DC
0x8007D190  func  func_8007D190     DsReadSync
0x8007D200  func  func_8007D200     DsReadCallback
0x8007D214  func  func_8007D214     DsReadBreak
0x8007D234  func  func_8007D234     text_454
0x8007D2D0  func  func_8007D2D0     DsReadMode
0x8007D2F0  func  func_8007D2F0     DsRead2
0x8007D3C4  func  func_8007D3C4     text_D4
0x8007D3F0  func  func_8007D3F0     DsSearchFile
0x8007D69C  func  func_8007D69C     text_2AC
0x8007D6A4  func  func_8007D6A4     loc_2B4
0x8007D6A8  func  func_8007D6A8     text_2B8
0x8007D6D0  func  func_8007D6D0     text_2E0
0x8007D6F0  func  func_8007D6F0     text_300
0x8007D9B4  func  func_8007D9B4     text_5C4
0x8007DA58  func  func_8007DA58     text_668
0x8007DCF4  func  func_8007DCF4     text_904
0x8007DD50  func  func_8007DD50     DsStartReadySystem
0x8007DDD4  func  func_8007DDD4     DsEndReadySystem
0x8007DE38  func  func_8007DE38     DsReadySystemMode
0x8007DE4C  func  func_8007DE4C     text_FC
0x8007E024  func  func_8007E024     loc_2D4
0x8007E048  func  func_8007E048     loc_2F8
0x8007E04C  func  func_8007E04C     text_2FC
0x8007E10C  func  func_8007E10C     text_3BC
0x8007E128  func  func_8007E128     text_3D8
0x8007E1E0  func  func_8007E1E0     text_490
0x8007E258  func  func_8007E258     text_508_8007E258
0x8007E288  func  func_8007E288     ER_active
0x8007E298  func  func_8007E298     ER_clear
0x8007E2F0  func  func_8007E2F0     DS_sync
0x8007E370  func  func_8007E370     call_ds_shell_open
0x8007E390  func  func_8007E390     DsFlush
0x8007E3D0  func  func_8007E3D0     CdGetSector
0x8007E3F0  func  func_8007E3F0     CD_getsector
0x8007E510  func  func_8007E510     CD_getsector2
0x8007E790  func  func_8007E790     DsLastPos
0x8007E7F0  func  func_8007E7F0     DsControl
0x8007E910  func  func_8007E910     upload_tpage_and_clut
0x8007EF94  func  func_8007EF94     format_string_scan_dispatch
0x8007F350  func  func_8007F350     ResetGraph
0x8007F4C4  func  func_8007F4C4     SetGraphDebug
0x8007F520  func  func_8007F520     SetGraphQueue
0x8007F5C4  func  func_8007F5C4     GetGraphDebug
0x8007F5D4  func  func_8007F5D4     DrawSyncCallback
0x8007F634  func  func_8007F634     SetDispMask
0x8007F6CC  func  func_8007F6CC     DrawSync
0x8007F734  func  func_8007F734     text_3E4
0x8007F850  func  func_8007F850     ClearImage
0x8007F8E0  func  func_8007F8E0     ClearImage2
0x8007F978  func  func_8007F978     LoadImage
0x8007F9D8  func  func_8007F9D8     StoreImage
0x8007FA38  func  func_8007FA38     MoveImage
0x8007FAF0  func  func_8007FAF0     ClearOTag
0x8007FBB8  func  func_8007FBB8     ClearOTagR
0x8007FC64  func  func_8007FC64     DrawPrim
0x8007FCC0  func  func_8007FCC0     DrawOTag
0x8007FD30  func  func_8007FD30     PutDrawEnv
0x8007FDF0  func  func_8007FDF0     DrawOTagEnv
0x8007FEC8  func  func_8007FEC8     GetDrawEnv
0x8007FEFC  func  func_8007FEFC     PutDispEnv
0x80080014  func  func_80080014     loc_CC4
0x80080028  func  func_80080028     loc_CD8
0x8008003C  func  func_8008003C     loc_CEC
0x800800E0  func  func_800800E0     loc_D90
0x800803F4  func  func_800803F4     GetDispEnv
0x80080428  func  func_80080428     GetODE
0x80080458  func  func_80080458     SetDrawArea
0x800804D8  func  func_800804D8     SetDrawOffset
0x80080518  func  func_80080518     SetDrawEnv
0x80080710  func  func_80080710     text_13C0
0x80080980  func  func_80080980     text_1630
0x800809A0  func  func_800809A0     text_1650
0x80080A38  func  func_80080A38     text_16E8
0x80080AD0  func  func_80080AD0     text_1780
0x80080AEC  func  func_80080AEC     text_179C
0x80080B6C  func  func_80080B6C     text_181C
0x80080B84  func  func_80080B84     text_1834
0x80080C64  func  func_80080C64     text_1914
0x80080E94  func  func_80080E94     text_1B44
0x800810D0  func  func_800810D0     text_1D80
0x80081350  func  func_80081350     text_2000
0x80081364  func  func_80081364     text_2014
0x8008136C  func  func_8008136C     text_201C
0x800813AC  func  func_800813AC     text_205C
0x800813F4  func  func_800813F4     text_20A4
0x80081424  func  func_80081424     text_20D4
0x80081448  func  func_80081448     text_20F8
0x800816F8  func  func_800816F8     text_23A8
0x80081770  func  func_80081770     loc_2420
0x800818A8  func  func_800818A8     loc_2558
0x80081944  func  func_80081944     loc_25F4
0x80081958  func  func_80081958     text_2608
0x80081A94  func  func_80081A94     text_2744
0x80081BD0  func  func_80081BD0     text_2880
0x80081C04  func  func_80081C04     gpu_dma_timeout_check
0x80081D48  func  func_80081D48     text_29F8
0x80081DE8  func  func_80081DE8     LoadImage2
0x80081ED4  func  func_80081ED4     StoreImage2
0x80081FC0  func  func_80081FC0     MoveImage2
0x80082104  func  func_80082104     DrawOTag2
0x80082200  func  func_80082200     _GPU_ResetCallback
0x80082228  func  func_80082228     text_2ED8
0x80082250  func  func_80082250     GPU_cw
0x80082260  func  func_80082260     SetVideoMode
0x80082274  func  func_80082274     GetVideoMode
0x80082290  func  func_80082290     BreakDraw
0x80082324  func  func_80082324     IsIdleGPU
0x80082384  func  func_80082384     ContinueDraw
0x800824B0  func  func_800824B0     LoadTPage
0x800825A0  func  func_800825A0     LoadClut
0x80082610  func  func_80082610     LoadClut2
0x80082680  func  func_80082680     SetDefDrawEnv
0x80082740  func  func_80082740     SetDefDispEnv
0x80082780  func  func_80082780     GetTPage
0x800827C0  func  func_800827C0     GetClut
0x800827E0  func  func_800827E0     AddPrim
0x80082820  func  func_80082820     TermPrim
0x80082840  func  func_80082840     SetSemiTrans
0x80082870  func  func_80082870     SetShadeTex
0x800828A0  func  func_800828A0     SetPolyF3
0x800828C0  func  func_800828C0     SetPolyFT3
0x800828E0  func  func_800828E0     SetPolyG3
0x80082900  func  func_80082900     SetPolyGT3
0x80082920  func  func_80082920     SetPolyF4
0x80082940  func  func_80082940     SetPolyFT4
0x80082960  func  func_80082960     SetPolyG4
0x80082980  func  func_80082980     SetPolyGT4
0x800829A0  func  func_800829A0     SetSprt8
0x800829C0  func  func_800829C0     SetTile
0x800829E0  func  func_800829E0     SetDrawMode
0x80082A80  func  func_80082A80     OpenTIM
0x80082A90  func  func_80082A90     ReadTIM
0x80082AF4  func  func_80082AF4     text_74
0x80082C10  func  func_80082C10     Krom2RawAdd2
0x80082CC0  func  func_80082CC0     kanjitrans
0x80082D0C  func  func_80082D0C     text_4C_80082D0C
0x80082DC4  func  func_80082DC4     text_104
0x80082E40  func  func_80082E40     text_180
0x80082EC0  func  func_80082EC0     text_200
0x80082F3C  func  func_80082F3C     text_27C
0x80082FEC  func  func_80082FEC     text_32C
0x800830BC  func  func_800830BC     text_3FC
0x800831F0  func  func_800831F0     GsSortBg
0x80083A40  func  func_80083A40     _mk_spr_packet
0x80083A80  func  func_80083A80     _mk_xpndsp
0x80083D44  func  func_80083D44     _mk_normsp
0x80083FB0  func  func_80083FB0     GsSortLine
0x80084090  func  func_80084090     _make_packet
0x80084130  func  func_80084130     GsSortGLine
0x80084240  func  func_80084240     GsSortBoxFill
0x80084320  func  func_80084320     GsSortPoly
0x800844F0  func  func_800844F0     GsSortSprite
0x800849F0  func  func_800849F0     GsSortFastSprite
0x80084B70  func  func_80084B70     GsSortFlipSprite
0x80084DD0  func  func_80084DD0     GsInitGraph
0x80084E44  func  func_80084E44     text_74_80084E44
0x80084F60  func  func_80084F60     GsInitGraph2
0x80084FC8  func  func_80084FC8     text_1F8
0x800851E8  func  func_800851E8     GsSortClear
0x80085320  func  func_80085320     GsGetActiveBuff
0x80085330  func  func_80085330     GsSetDrawBuffOffset
0x80085440  func  func_80085440     GsSetDrawBuffClip
0x800854C0  func  func_800854C0     GsInitVcount
0x80085500  func  func_80085500     GsSwapDispBuff
0x800855B0  func  func_800855B0     GsSetOrign
0x800855D0  func  func_800855D0     GsSetLsMatrix
0x80085600  func  func_80085600     GsSetLightMatrix
0x800856A0  func  func_800856A0     GsDefDispBuff
0x80085740  func  func_80085740     GsInit3D
0x800857E0  func  func_800857E0     GsSetFlatLight
0x80085C98  func  func_80085C98     text_4B8
0x80085CFC  func  func_80085CFC     text_51C
0x80085D50  func  func_80085D50     GsSetAmbient
0x80085D80  func  func_80085D80     GsDrawOt
0x80085DB0  func  func_80085DB0     GsClearOt
0x80085E10  func  func_80085E10     GsSortOt
0x80085ED0  func  func_80085ED0     gte_rotate_z_matrix
0x80085F90  func  func_80085F90     gte_scale_matrix
0x800860B0  func  func_800860B0     gte_init
0x80086100  func  func_80086100     GsGetTimInfo
0x800861F0  func  func_800861F0     Gssub_make_matrix
0x8008626C  func  func_8008626C     text_7C
0x80086284  func  func_80086284     text_94
0x8008629C  func  func_8008629C     text_AC
0x800862B0  func  func_800862B0     text_C0
0x800862D0  func  func_800862D0     GsGetLs
0x800865A0  func  func_800865A0     GsMulCoord2
0x80086620  func  func_80086620     GsMulCoord3
0x800866A0  func  func_800866A0     rsin
0x800866DC  func  func_800866DC     sin_1
0x80086770  func  func_80086770     rcos
0x80086810  func  func_80086810     SetFogNearFar
0x80086920  func  func_80086920     ccos
0x800869F0  func  func_800869F0     csincos
0x80086B10  func  func_80086B10     csin_1
0x80086BB0  func  func_80086BB0     csin
0x80086CF0  func  func_80086CF0     catan
0x80086E50  func  func_80086E50     SquareRoot0
0x80086ECC  func  func_80086ECC     loc_7C
0x80086EE0  func  func_80086EE0     gteMIMefunc
0x80086F60  func  func_80086F60     MulMatrix0
0x80087070  func  func_80087070     ApplyMatrixLV
0x800871D0  func  func_800871D0     PushMatrix
0x80087210  func  func_80087210     loc_40
0x80087274  func  func_80087274     PopMatrix
0x800872B0  func  func_800872B0     loc_E0
0x80087320  func  func_80087320     ReadRotMatrix
0x80087370  func  func_80087370     MulMatrix
0x80087480  func  func_80087480     MulMatrix2
0x80087590  func  func_80087590     ApplyMatrix
0x800875E0  func  func_800875E0     ApplyMatrixSV
0x80087640  func  func_80087640     TransMatrix
0x80087670  func  func_80087670     ScaleMatrix
0x800877B0  func  func_800877B0     SetRotMatrix
0x800877E0  func  func_800877E0     SetLightMatrix
0x80087810  func  func_80087810     SetColorMatrix
0x80087840  func  func_80087840     SetTransMatrix
0x80087860  func  func_80087860     ReadGeomScreen
0x80087870  func  func_80087870     SetBackColor
0x80087890  func  func_80087890     SetFarColor
0x800878B0  func  func_800878B0     SetGeomOffset
0x800878D0  func  func_800878D0     SetGeomScreen
0x800878E0  func  func_800878E0     RotTransPers
0x80087910  func  func_80087910     RotTransPers3
0x80087970  func  func_80087970     RotTrans
0x800879A0  func  func_800879A0     NormalClip
0x800879D0  func  func_800879D0     RotTransPers4
0x80087A50  func  func_80087A50     RotAverage3
0x80087AB0  func  func_80087AB0     RotAverage4
0x80087B30  func  func_80087B30     RotAverageNclip3
0x80087BC0  func  func_80087BC0     RotAverageNclip4
0x80087C70  func  func_80087C70     RotColorDpq
0x80087CC0  func  func_80087CC0     RotTransPersN
0x80087D30  func  func_80087D30     RotMatrix
0x80087FC0  func  func_80087FC0     RotMatrixYXZ
0x80088250  func  func_80088250     RotMatrixZYX
0x800884E0  func  func_800884E0     RotMatrixX
0x80088680  func  func_80088680     RotMatrixY
0x80088820  func  func_80088820     RotMatrixZ
0x800889C0  func  func_800889C0     RotMatrixZXY
0x80088C50  func  func_80088C50     RotMatrixZYX_gte
0x80088E50  func  func_80088E50     RotMatrix_gte
0x80089060  func  func_80089060     RotMatrixYXZ_gte
0x80089260  func  func_80089260     DivideFT4
0x80089460  func  func_80089460     ReadSZfifo4
0x80089480  func  func_80089480     RCpolyFT4
0x80089488  func  func_80089488     RCpolyFT4A
0x800894E0  func  func_800894E0     loc_60
0x8008953C  func  func_8008953C     loc_BC
0x80089570  func  func_80089570     loc_F0
0x800895BC  func  func_800895BC     loc_13C
0x800895F0  func  func_800895F0     loc_170
0x80089910  func  func_80089910     text_490_80089910
0x800899A0  func  func_800899A0     ratan2
0x80089B20  func  func_80089B20     _patch_gte
0x80089C00  func  func_80089C00     SetDQA
0x80089C10  func  func_80089C10     SetDQB
0x80089C20  func  func_80089C20     NormalColorCol
0x80089C40  func  func_80089C40     Square0
0x80089C70  func  func_80089C70     AverageZ3
0x80089C90  func  func_80089C90     AverageZ4
0x80089CC0  func  func_80089CC0     RotTransSV
0x80089CF0  func  func_80089CF0     RotAverageNclip3_nom
0x80089D30  func  func_80089D30     GsScanAnim
0x80089DD8  func  func_80089DD8     GsLinkAnim
0x80089E20  func  func_80089E20     GsU_00000000
0x80089E40  func  func_80089E40     GsU_02000000
0x80089ED0  func  func_80089ED0     GsU_02000001
0x80089F80  func  func_80089F80     GsScanUnit
0x8008A138  func  func_8008A138     GsGetHeadpUnit
0x8008A150  func  func_8008A150     GsSortUnit
0x8008A280  func  func_8008A280     GsMapUnit
0x8008A420  func  func_8008A420     GsMapCoordUnit
0x8008A4A0  func  func_8008A4A0     GsGetLwUnit
0x8008A760  func  func_8008A760     GsGetLsUnit
0x8008AA30  func  func_8008AA30     GsGetLwsUnit
0x8008AD50  func  func_8008AD50     GsSetRefView2
0x8008B120  func  func_8008B120     text_3D0
0x8008B20C  func  func_8008B20C     text_4BC
0x8008B2D4  func  func_8008B2D4     text_584_8008B2D4
0x8008B2F0  func  func_8008B2F0     TransposeMatrix
0x8008B330  func  func_8008B330     _card_info
0x8008B340  func  func_8008B340     _card_load
0x8008B350  func  func_8008B350     _card_write
0x8008B360  func  func_8008B360     _card_read
0x8008B370  func  func_8008B370     _new_card
0x8008B380  func  func_8008B380     _card_status
0x8008B390  func  func_8008B390     _card_wait
0x8008B3A0  func  func_8008B3A0     _card_clear
0x8008B3E0  func  func_8008B3E0     InitCARD
0x8008B470  func  func_8008B470     StartCARD
0x8008B4B8  func  func_8008B4B8     StopCARD
0x8008B4F0  func  func_8008B4F0     StartCARD2
0x8008B500  func  func_8008B500     StopCARD2
0x8008B510  func  func_8008B510     _patch_card_info
0x8008B554  func  func_8008B554     text_44
0x8008B5C4  func  func_8008B5C4     text_B4
0x8008B5EC  func  func_8008B5EC     _patch_card
0x8008B680  func  func_8008B680     _patch_card2
0x8008B6F0  func  func_8008B6F0     _copy_memcard_patch
0x8008B730  func  func_8008B730     _ExitCard
0x8008B7B0  func  func_8008B7B0     MemCardInit
0x8008B7E0  func  func_8008B7E0     MemCardEnd
0x8008B800  func  func_8008B800     PushCallbackFunc
0x8008B828  func  func_8008B828     PullCallbackFunc
0x8008B850  func  func_8008B850     McrdGetGlobalStructure
0x8008B85C  func  func_8008B85C     MemCardStart
0x8008B8CC  func  func_8008B8CC     MemCardStop
0x8008B90C  func  func_8008B90C     MemCardExist
0x8008B974  func  func_8008B974     text_174
0x8008BC90  func  func_8008BC90     MemCardAccept
0x8008BCF8  func  func_8008BCF8     text_4F8
0x8008BD38  func  func_8008BD38     text_538
0x8008BD70  func  func_8008BD70     text_570
0x8008BD84  func  func_8008BD84     text_584_8008BD84
0x8008BDFC  func  func_8008BDFC     text_5FC
0x8008BE1C  func  func_8008BE1C     text_61C
0x8008BE40  func  func_8008BE40     text_640
0x8008BF40  func  func_8008BF40     text_740
0x8008BF88  func  func_8008BF88     text_788
0x8008BFA0  func  func_8008BFA0     MemCardOpen
0x8008C128  func  func_8008C128     MemCardClose
0x8008C16C  func  func_8008C16C     MemCardReadData
0x8008C224  func  func_8008C224     text_A24
0x8008C3D4  func  func_8008C3D4     MemCardWriteData
0x8008C48C  func  func_8008C48C     text_C8C
0x8008C638  func  func_8008C638     MemCardReadFile
0x8008C750  func  func_8008C750     text_F50
0x8008C858  func  func_8008C858     MemCardWriteFile
0x8008C970  func  func_8008C970     text_1170
0x8008CA78  func  func_8008CA78     MemCardGetDirentry
0x8008CCD4  func  func_8008CCD4     MemCardCallback
0x8008CCE8  func  func_8008CCE8     MemCardSync
0x8008CE04  func  func_8008CE04     MemCardCreateFile
0x8008CF00  func  func_8008CF00     MemCardFormat
0x8008CF74  func  func_8008CF74     text_1774
0x8008CFC8  func  func_8008CFC8     text_17C8
0x8008D074  func  func_8008D074     text_1874
0x8008D0D0  func  func_8008D0D0     UserFuncInit
0x8008D0E0  func  func_8008D0E0     UserFuncOpen
0x8008D15C  func  func_8008D15C     UserFuncExecute
0x8008D1C8  func  func_8008D1C8     UserFuncComplete
0x8008D1E0  func  func_8008D1E0     funcEvSpIOE
0x8008D1F4  func  func_8008D1F4     funcEvSpError
0x8008D208  func  func_8008D208     funcEvSpTimeout
0x8008D21C  func  func_8008D21C     funcEvSpNewcard
0x8008D230  func  func_8008D230     funcEvSpIOEx
0x8008D244  func  func_8008D244     funcEvSpErrorx
0x8008D258  func  func_8008D258     funcEvSpTimeoutx
0x8008D26C  func  func_8008D26C     funcEvSpNewcardx
0x8008D280  func  func_8008D280     _card_open
0x8008D2B0  func  func_8008D2B0     _card_start
0x8008D48C  func  func_8008D48C     _card_close
0x8008D4AC  func  func_8008D4AC     _card_stop
0x8008D560  func  func_8008D560     _clr_card_event
0x8008D668  func  func_8008D668     _get_card_event
0x8008D740  func  func_8008D740     _get_card_event_x
0x8008D818  func  func_8008D818     _chk_card_event
0x8008D854  func  func_8008D854     _chk_card_event_x
0x8008D890  func  func_8008D890     _card_format2
0x8008DC60  func  func_8008DC60     _card_create2
0x8008E320  func  func_8008E320     bcopy
0x8008E360  func  func_8008E360     bzero
0x8008E390  func  func_8008E390     memcpy
0x8008E3D0  func  func_8008E3D0     memset
0x8008E400  func  func_8008E400     qsort
0x8008E550  func  func_8008E550     text_150_8008E550
0x8008E590  func  func_8008E590     rand
0x8008E5C0  func  func_8008E5C0     srand
0x8008E5D0  func  func_8008E5D0     strcat
0x8008E6F0  func  func_8008E6F0     strcpy
0x8008E740  func  func_8008E740     strlen
0x8008E780  func  func_8008E780     strncmp
0x8008E800  func  func_8008E800     strncpy
0x8008E870  func  func_8008E870     printf
0x8008E8B0  func  func_8008E8B0     prnt
0x8008E95C  func  func_8008E95C     text_AC_8008E95C
0x8008E96C  func  func_8008E96C     text_BC
0x8008E974  func  func_8008E974     text_C4_8008E974
0x8008E990  func  func_8008E990     text_E0
0x8008E998  func  func_8008E998     text_E8
0x8008E9A0  func  func_8008E9A0     text_F0_8008E9A0
0x8008EA28  func  func_8008EA28     text_178_8008EA28
0x8008EA30  func  func_8008EA30     text_180_8008EA30
0x8008EA8C  func  func_8008EA8C     text_1DC
0x8008EA94  func  func_8008EA94     text_1E4_8008EA94
0x8008EA9C  func  func_8008EA9C     text_1EC
0x8008EAA4  func  func_8008EAA4     text_1F4
0x8008EAC0  func  func_8008EAC0     text_210
0x8008EAC4  func  func_8008EAC4     text_214
0x8008EB08  func  func_8008EB08     text_258
0x8008EB44  func  func_8008EB44     text_294
0x8008EB48  func  func_8008EB48     text_298
0x8008EB7C  func  func_8008EB7C     text_2CC
0x8008EB8C  func  func_8008EB8C     text_2DC_8008EB8C
0x8008EBEC  func  func_8008EBEC     text_33C
0x8008EBF0  func  func_8008EBF0     text_340
0x8008EC24  func  func_8008EC24     text_374
0x8008EC30  func  func_8008EC30     text_380
0x8008EEE0  func  func_8008EEE0     text_630
0x8008EEF4  func  func_8008EEF4     text_644
0x8008EF50  func  func_8008EF50     memchr
0x8008EFA0  func  func_8008EFA0     _putchar
0x8008F09C  func  func_8008F09C     _putchar_flash
0x8008F0D8  func  func_8008F0D8     putchar
0x8008F200  func  func_8008F200     sprintf
0x8008F4C0  func  func_8008F4C0     text_2C0
0x8008F4CC  func  func_8008F4CC     text_2CC_8008F4CC
0x8008F4D8  func  func_8008F4D8     text_2D8
0x8008F504  func  func_8008F504     text_304
0x8008F55C  func  func_8008F55C     text_35C
0x8008F67C  func  func_8008F67C     text_47C
0x8008F77C  func  func_8008F77C     text_57C
0x8008F790  func  func_8008F790     text_590
0x8008F79C  func  func_8008F79C     text_59C
0x8008F8A8  func  func_8008F8A8     text_6A8
0x8008F8C8  func  func_8008F8C8     text_6C8
0x8008F954  func  func_8008F954     text_754
0x8008F988  func  func_8008F988     text_788_8008F988
0x8008FA80  func  func_8008FA80     memmove
0x8008FAF0  func  func_8008FAF0     puts
0x8008FB50  func  func_8008FB50     setjmp
0x8008FB8C  func  func_8008FB8C     longjmp
0x8008FBE0  func  func_8008FBE0     DecDCTReset
0x8008FC14  func  func_8008FC14     DecDCTGetEnv
0x8008FCA0  func  func_8008FCA0     DecDCTPutEnv
0x8008FD38  func  func_8008FD38     DecDCTin
0x8008FDB4  func  func_8008FDB4     DecDCTout
0x8008FDD4  func  func_8008FDD4     DecDCTinSync
0x8008FE10  func  func_8008FE10     DecDCToutSync
0x8008FE58  func  func_8008FE58     DecDCTinCallback
0x8008FE7C  func  func_8008FE7C     DecDCToutCallback
0x8008FEA0  func  func_8008FEA0     text_2C0_8008FEA0
0x8008FF90  func  func_8008FF90     text_3B0_8008FF90
0x80090020  func  func_80090020     text_440
0x800900AC  func  func_800900AC     text_4CC
0x80090140  func  func_80090140     text_560
0x800901D4  func  func_800901D4     text_5F4
0x800901EC  func  func_800901EC     text_60C
0x80090270  func  func_80090270     DecDCTvlcSize2
0x80090290  func  func_80090290     loc_20
0x800902A0  func  func_800902A0     DecDCTvlc2
0x800905B8  func  func_800905B8     loc_348
0x800905F0  func  func_800905F0     DecDCTvlcBuild
0x800908A0  data  D_800908A0        D_800908A0_arr
0x80090E0C  data  D_80090E0C        pow10_table
0x80091508  data  D_80091508        L_80091508
0x8009AF76  data  D_8009AF76        D_8009AF76_b
0x8009AFA3  data  D_8009AFA3        D_8009AFA3_arr
0x8009AFA4  data  D_8009AFA4        D_8009AFA4_arr
0x8009AFA4  data  D_8009AFA4        D_8009AFA4_arr_b
0x8009B038  data  D_8009B038        L_8009B038
0x8009B07A  data  D_8009B07A        D_8009B07A_u
0x8009B098  data  D_8009B098        D_8009B098_arr
0x8009B0A3  data  D_8009B0A3        D_8009B0A3_arr
0x8009B0C0  data  D_8009B0C0        D_8009B0C0_raw
0x8009B0C4  data  D_8009B0C4        D_8009B0C4_arr
0x8009B0CC  data  D_8009B0CC        D_8009B0CC_arr
0x8009B0F4  data  D_8009B0F4        D_8009B0F4_r
0x8009B0F4  data  D_8009B0F4        D_8009B0F4_w
0x8009B128  data  D_8009B128        L_8009B128
0x8009B16C  data  D_8009B16C        D_8009B16C_arr
0x8009B1D5  data  D_8009B1D5        D_8009B1D5_b
0x8009B230  data  D_8009B230        D_8009B230_arr
0x8009B269  data  D_8009B269        D_8009B269_raw
0x8009B26C  data  D_8009B26C        D_8009B26C_raw
0x8009B26D  data  D_8009B26D        D_8009B26D_read
0x8009B26D  data  D_8009B26D        D_8009B26D_write
0x8009B27A  data  D_8009B27A        D_8009B27A_arr
0x8009B2A8  data  D_8009B2A8        D_8009B2A8_a
0x8009B2A8  data  D_8009B2A8        D_8009B2A8_b
0x8009B2AA  data  D_8009B2AA        D_8009B2AA_a
0x8009B2AA  data  D_8009B2AA        D_8009B2AA_b
0x8009B2F8  data  D_8009B2F8        D_8009B2F8_arr
0x8009B34D  data  D_8009B34D        D_8009B34D_b
0x8009B361  data  D_8009B361        D_8009B361_arr
0x8009B362  data  D_8009B362        D_8009B362_arr
0x8009B364  data  D_8009B364        D_8009B364_raw
0x8009B368  data  D_8009B368        D_8009B368_arr
0x8009B369  data  D_8009B369        D_8009B369_arr
0x8009B370  data  D_8009B370        D_8009B370_arr
0x8009B394  data  D_8009B394        D_8009B394_b
0x8009B394  data  D_8009B394        D_8009B394_c
0x8009B394  data  D_8009B394        D_8009B394_raw_2
0x8009B394  data  D_8009B394        D_8009B394_raw_3
0x8009B394  data  D_8009B394        D_8009B394_raw_4000
0x8009B394  data  D_8009B394        D_8009B394_raw_5000
0x8009B394  data  D_8009B394        D_8009B394_raw_800
0x8009B394  data  D_8009B394        D_8009B394_raw_900
0x8009B398  data  D_8009B398        D_8009B398_arr
0x8009B398  data  D_8009B398        D_8009B398_arr_a
0x8009B398  data  D_8009B398        D_8009B398_arr_b
0x8009B398  data  D_8009B398        D_8009B398_arr_c
0x8009B398  data  D_8009B398        D_8009B398_arr_d
0x8009B398  data  D_8009B398        D_8009B398_raw
0x8009B398  data  D_8009B398        D_8009B398_raw2
0x8009B3A4  data  D_8009B3A4        D_8009B3A4_arr
0x8009B3A4  data  D_8009B3A4        D_8009B3A4_raw_2000
0x8009B3A4  data  D_8009B3A4        D_8009B3A4_raw_4000
0x8009B3A4  data  D_8009B3A4        D_8009B3A4_raw_5000
0x8009B3A4  data  D_8009B3A4        D_8009B3A4_raw_8
0x8009B3A4  data  D_8009B3A4        D_8009B3A4_raw_80
0x8009B3A4  data  D_8009B3A4        D_8009B3A4_raw_a000
0x8009B3A4  data  D_8009B3A4        D_8009B3A4_raw_c
0x8009B3A4  data  D_8009B3A4        D_8009B3A4_raw_f00c
0x8009B404  data  D_8009B404        D_8009B404_arr
0x8009B408  data  D_8009B408        D_8009B408_s
0x8009B458  data  D_8009B458        D_8009B458_a
0x8009B458  data  D_8009B458        D_8009B458_b
0x8009B458  data  D_8009B458        D_8009B458_c
0x8009B458  data  D_8009B458        D_8009B458_d
0x8009B458  data  D_8009B458        D_8009B458_e
0x8009B458  data  D_8009B458        D_8009B458_f
0x8009B45C  data  D_8009B45C        D_8009B45C_a
0x8009B45C  data  D_8009B45C        D_8009B45C_b
0x8009B45C  data  D_8009B45C        D_8009B45C_c
0x8009B45C  data  D_8009B45C        D_8009B45C_d
0x8009B45C  data  D_8009B45C        D_8009B45C_e
0x8009B45C  data  D_8009B45C        D_8009B45C_f
0x800E9D98  data  D_800E9D98        D_800E9D98_arr
0x800E9DC0  data  D_800E9DC0        D_800E9DC0_arr
0x800E9EC0  data  D_800E9EC0        D_800E9EC0_arr
0x800E9EC8  data  D_800E9EC8        D_800E9EC8_arr
0x800EA070  data  D_800EA070        D_800EA070_arr
0x800EB0F8  data  D_800EB0F8        D_800EB0F8_arr
0x800EF658  data  D_800EF658        D_800EF658_raw
0x800F2848  data  D_800F2848        D_800F2848_arr
0x800F2856  data  D_800F2856        D_800F2856_arr
0x800F2B50  data  D_800F2B50        D_800F2B50_arr
0x800FE148  data  D_800FE148        D_800FE148_arr
0x801D0200  data  D_801D0200        D_801D0200_arr
0x801D07DC  data  D_801D07DC        D_801D07DC_b
0x801D07DC  data  D_801D07DC        D_801D07DC_w
0x801D9174  data  D_801D9174        D_801D9174_b
0x80013154  func  func_80013154     gs_ot_double_buffer_init
0x800134B4  func  func_800134B4     zero_word_table_and_flag
0x80013898  func  func_80013898     ds_init_and_wait_ready
